Plant Name,Secondary Name,Location,Image URLs
Wild Angelica,Angelica sylvestris,"Т3-1 (верховья р. Нинор), Гусь-Х...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085935/large.jpg
Asters and Allies,Asters and Allies,"Т3-1 (верховья р. Нинор), Гусь-Х...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085839/large.jpg
Greater Stitchwort,Rabelera holostea,"Т3-1 (верховья р. Нинор), Гусь-Х...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085695/large.jpg
Wood Horsetail,Equisetum sylvaticum,"Т3-1 (верховья р. Нинор), Гусь-Х...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085618/large.jpg
Timothy Grass,Phleum pratense,"Т3-1 (верховья р. Нинор), Гусь-Х...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085615/large.jpg
Apple,Malus domestica,"Т3-1 (верховья р. Нинор), Гусь-Х...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085188/large.jpg
European Wood-Sorrel,Oxalis acetosella,"Т3-1 (верховья р. Нинор), Гусь-Х...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085175/large.jpg
Stone Bramble,Rubus saxatilis,"Т3-1 (верховья р. Нинор), Гусь-Х...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085167/large.jpg
Bitternut Hickory,Carya cordiformis,"Reagan Park, Medina, OH, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328087048/large.jpg
Bitternut Hickory,Carya cordiformis,"Reagan Park, Medina, OH, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328087070/large.jpg
Oregon Boxwood,Paxistima myrsinites,"Scio, OR 97374, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328086999/large.jpeg
Oregon Boxwood,Paxistima myrsinites,"Scio, OR 97374, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328087134/large.jpeg
Oregon Boxwood,Paxistima myrsinites,"Scio, OR 97374, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328087149/large.jpeg
Japanese Snake Gourd,Trichosanthes cucumeroides,"臺灣島, 竹東鎮, HSQ, TW",https://static.inaturalist.org/photos/328090127/large.jpg
White Oak,Quercus alba,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328086450/large.jpg
Firewheel Tree,Stenocarpus sinuatus,"Lismore NSW 2480, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328085773/large.jpg
Cleistanthus,Cleistanthus cunninghamii,"Lismore NSW 2480, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328085750/large.jpg
Cleistanthus,Cleistanthus cunninghamii,"Lismore NSW 2480, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328085754/large.jpg
White Oak,Quercus alba,"Reagan Park, Medina, OH, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328086369/large.jpg
White Oak,Quercus alba,"Reagan Park, Medina, OH, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328086408/large.jpg
Common Bracken,Pteridium aquilinum,"College Dr, Nanaimo, BC, CA",https://inaturalist-open-data.s3.amazonaws.com/photos/328086274/large.jpg
Inland Wood Oats,Chasmanthium latifolium,"Washington Township, MO, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328086272/large.jpeg
Whitemouth Dayflower,Commelina erecta,"Fracciorama 2000, 24090 Campeche...",https://inaturalist-open-data.s3.amazonaws.com/photos/328086216/large.jpeg
Whitemouth Dayflower,Commelina erecta,"Fracciorama 2000, 24090 Campeche...",https://inaturalist-open-data.s3.amazonaws.com/photos/328086238/large.jpeg
Mu Oil Tree,Vernicia montana,"六福村主題遊樂園, 關西鎮, HSQ, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328086142/large.jpg
White Oak,Quercus alba,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085955/large.jpg
Red Clover,Trifolium pratense,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085888/large.jpg
Red Clover,Trifolium pratense,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085888/large.jpg
Charming Clematis,Clematis grata,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328085685/large.jpeg
Common Ragweed,Ambrosia artemisiifolia,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085812/large.jpg
Australian Indigo,Indigofera australis,"Royal National Park, Royal Natio...",https://static.inaturalist.org/photos/328085806/large.jpg
Australian Indigo,Indigofera australis,"Royal National Park, Royal Natio...",https://static.inaturalist.org/photos/328085835/large.jpg
Australian Indigo,Indigofera australis,"Royal National Park, Royal Natio...",https://static.inaturalist.org/photos/328085862/large.jpg
Australian Indigo,Indigofera australis,"Royal National Park, Royal Natio...",https://static.inaturalist.org/photos/328085890/large.jpg
Fen Grass of Parnassus,Parnassia glauca,Baileys Harbor Ridges County Par...,https://inaturalist-open-data.s3.amazonaws.com/photos/328085797/large.jpg
Fen Grass of Parnassus,Parnassia glauca,Baileys Harbor Ridges County Par...,https://inaturalist-open-data.s3.amazonaws.com/photos/328085824/large.jpg
Fen Grass of Parnassus,Parnassia glauca,Baileys Harbor Ridges County Par...,https://inaturalist-open-data.s3.amazonaws.com/photos/328085853/large.jpg
Columbia Manzanita,Arctostaphylos columbiana,"Westwood, Nanaimo, BC, CA",https://inaturalist-open-data.s3.amazonaws.com/photos/328085744/large.jpg
Sheep-eating Plant,Puya chilensis,"El Tabo, Valparaíso, Chile",https://inaturalist-open-data.s3.amazonaws.com/photos/328085657/large.jpeg
Strawberry Bush,Euonymus americanus,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085628/large.jpg
Artillery Plant,Pilea microphylla,"Quinta Belem I y II, 24050 Campe...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085610/large.jpeg
Artillery Plant,Pilea microphylla,"Quinta Belem I y II, 24050 Campe...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085623/large.jpeg
Artillery Plant,Pilea microphylla,"Quinta Belem I y II, 24050 Campe...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085638/large.jpeg
White Snakeroot,Ageratina altissima,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085594/large.jpg
Shell Ginger,Alpinia zerumbet,"臺灣島, 關西鎮, HSQ, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328085592/large.jpg
Shell Ginger,Alpinia zerumbet,"臺灣島, 關西鎮, HSQ, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328085603/large.jpg
Mallotus,Mallotus japonicus,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328085481/large.jpeg
Mallotus,Mallotus japonicus,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328085492/large.jpeg
Bush Lawyer,Rubus cissoides,"Te Waipounamu/South Island, Gove...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085536/large.jpg
Shining Sumac,Rhus copallinum,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085514/large.jpg
American Pokeweed,Phytolacca americana,"臺灣島, 關西鎮, HSQ, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328085502/large.jpg
Pink Knotweed,Persicaria capitata,"Kīlauea, Pahoa, HI, US",https://static.inaturalist.org/photos/328085582/large.jpg
Pink Knotweed,Persicaria capitata,"Kīlauea, Pahoa, HI, US",https://static.inaturalist.org/photos/328085718/large.jpg
Pink Knotweed,Persicaria capitata,"Kīlauea, Pahoa, HI, US",https://static.inaturalist.org/photos/328085979/large.jpg
Tulip Tree,Liriodendron tulipifera,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085445/large.jpg
Miner's Lettuce,Claytonia perfoliata,"Coronation Hill Scenic Reserve,...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085439/large.jpg
Scots Pine,Pinus sylvestris,"Хилокский р-н, Забайкальский кра...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085297/large.jpg
Snow-on-the-Mountain,Euphorbia marginata,"Kansas, US",https://static.inaturalist.org/photos/328085401/large.jpg
Snow-on-the-Mountain,Euphorbia marginata,"Kansas, US",https://static.inaturalist.org/photos/328085420/large.jpg
Snow-on-the-Mountain,Euphorbia marginata,"Kansas, US",https://static.inaturalist.org/photos/328085443/large.jpg
Snow-on-the-Mountain,Euphorbia marginata,"Kansas, US",https://static.inaturalist.org/photos/328085469/large.jpg
Sassafras,Sassafras albidum,"US-127, Whitwell, TN, US",https://static.inaturalist.org/photos/328085362/large.jpg
Sumpweed,Iva annua,"Washington Township, MO, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328085324/large.jpeg
California Poppy,Eschscholzia californica,"Pocochay, La Cruz, Valparaíso, C...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085322/large.jpeg
Paired Proteas,Paired Proteas,231台灣新北市新店區塗潭里,https://inaturalist-open-data.s3.amazonaws.com/photos/328085241/large.jpeg
Paired Proteas,Paired Proteas,231台灣新北市新店區塗潭里,https://inaturalist-open-data.s3.amazonaws.com/photos/328085259/large.jpeg
Paired Proteas,Paired Proteas,231台灣新北市新店區塗潭里,https://inaturalist-open-data.s3.amazonaws.com/photos/328085241/large.jpeg
Paired Proteas,Paired Proteas,231台灣新北市新店區塗潭里,https://inaturalist-open-data.s3.amazonaws.com/photos/328085259/large.jpeg
Erect Spiderling,Boerhavia erecta,"Honduras 2 Letra C, Entre Puebla...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085168/large.jpeg
Erect Spiderling,Boerhavia erecta,"Honduras 2 Letra C, Entre Puebla...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085187/large.jpeg
Erect Spiderling,Boerhavia erecta,"Honduras 2 Letra C, Entre Puebla...",https://inaturalist-open-data.s3.amazonaws.com/photos/328085198/large.jpeg
Bloodroot,Sanguinaria canadensis,"Fairfax Villa Park, Fairfax, VA,...",https://inaturalist-open-data.s3.amazonaws.com/photos/328084965/large.jpg
Grape Family,Grape Family,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328084782/large.jpeg
Grape Family,Grape Family,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328084848/large.jpeg
Tridax Daisy,Tridax procumbens,"Prado, Campeche, Camp., México",https://inaturalist-open-data.s3.amazonaws.com/photos/328084714/large.jpeg
Tridax Daisy,Tridax procumbens,"Prado, Campeche, Camp., México",https://inaturalist-open-data.s3.amazonaws.com/photos/328084735/large.jpeg
Tridax Daisy,Tridax procumbens,"Prado, Campeche, Camp., México",https://inaturalist-open-data.s3.amazonaws.com/photos/328084745/large.jpeg
Monarch Fern,Microsorum scolopendria,946台灣屏東縣恆春鎮,https://inaturalist-open-data.s3.amazonaws.com/photos/328084506/large.jpeg
Monarch Fern,Microsorum scolopendria,946台灣屏東縣恆春鎮,https://inaturalist-open-data.s3.amazonaws.com/photos/328084494/large.jpeg
Monarch Fern,Microsorum scolopendria,946台灣屏東縣恆春鎮,https://inaturalist-open-data.s3.amazonaws.com/photos/328084490/large.jpeg
Monarch Fern,Microsorum scolopendria,946台灣屏東縣恆春鎮,https://inaturalist-open-data.s3.amazonaws.com/photos/328084489/large.jpeg
Riverbank Grape,Vitis riparia,"Rue de la Réserve, Essipit, QC,...",https://inaturalist-open-data.s3.amazonaws.com/photos/328084657/large.jpg
Luzon Viburnum,Viburnum luzonicum,231台灣新北市新店區塗潭里,https://inaturalist-open-data.s3.amazonaws.com/photos/328084662/large.jpeg
Luzon Viburnum,Viburnum luzonicum,231台灣新北市新店區塗潭里,https://inaturalist-open-data.s3.amazonaws.com/photos/328084753/large.jpeg
Flowering Plants,Flowering Plants,"O'Reilly QLD 4275, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328083426/large.jpg
Flowering Plants,Flowering Plants,"O'Reilly QLD 4275, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328083436/large.jpg
Flowering Plants,Flowering Plants,"O'Reilly QLD 4275, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328083447/large.jpg
Red Machilus,Machilus thunbergii,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328084495/large.jpeg
Western Sword Fern,Polystichum munitum,"Haida Gwaii, Daajing Giids, BC,...",https://inaturalist-open-data.s3.amazonaws.com/photos/328084491/large.jpg
Madder Family,Madder Family,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328084157/large.jpeg
Madder Family,Madder Family,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328084164/large.jpeg
Chinese Apes-Earring,Archidendron lucidum,114台灣台北市內湖區金瑞里,https://static.inaturalist.org/photos/328084302/large.jpeg
Bearberry,Arctostaphylos uva-ursi,University of Saskatchewan - Man...,https://inaturalist-open-data.s3.amazonaws.com/photos/328083175/large.jpg
Common Juniper,Juniperus communis,University of Saskatchewan - Man...,https://inaturalist-open-data.s3.amazonaws.com/photos/328083176/large.jpg
Round-lobed Hepatica,Hepatica americana,"Vinton County, US-OH, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328084128/large.jpg
Spanish Needles,Bidens bipinnata,"Chisholm Crk Pk, Wichita, KS 672...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082970/large.jpeg
Spanish Needles,Bidens bipinnata,"Chisholm Crk Pk, Wichita, KS 672...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082973/large.jpeg
Tall Thistle,Cirsium altissimum,"Chisholm Crk Pk, Wichita, KS 672...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082977/large.jpeg
Hauli Tree,Ficus septica,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328083791/large.jpeg
Hauli Tree,Ficus septica,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328083805/large.jpeg
Hauli Tree,Ficus septica,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328087463/large.jpeg
Hauli Tree,Ficus septica,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328089701/large.jpeg
Round-lobed Hepatica,Hepatica americana,"Fairfax Villa Park, Fairfax, VA,...",https://inaturalist-open-data.s3.amazonaws.com/photos/328083869/large.jpg
White Prairie Clover,Dalea candida,United States,https://static.inaturalist.org/photos/328083864/large.jpg
White Prairie Clover,Dalea candida,United States,https://static.inaturalist.org/photos/328083883/large.jpg
White Prairie Clover,Dalea candida,United States,https://static.inaturalist.org/photos/328083904/large.jpg
Woollyjoint Pricklypear,Opuntia tomentosa,"Groomsville, QLD, AU",https://static.inaturalist.org/photos/328083833/large.jpg
Red-purple Ragwort,Senecio elegans,"Woodend Beach 7691, New Zealand",https://static.inaturalist.org/photos/328083751/large.jpeg
Red-purple Ragwort,Senecio elegans,"Woodend Beach 7691, New Zealand",https://static.inaturalist.org/photos/328083785/large.jpeg
Red-purple Ragwort,Senecio elegans,"Woodend Beach 7691, New Zealand",https://static.inaturalist.org/photos/328083828/large.jpeg
Formosan Beauty- Berry,Callicarpa formosana,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328083424/large.jpeg
Beach Sheoak,Casuarina equisetifolia,"Currimundi QLD 4551, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328083472/large.jpeg
Spurge Family,Spurge Family,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328083262/large.jpeg
Spurge Family,Spurge Family,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328083270/large.jpeg
Spurge Family,Spurge Family,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328083283/large.jpeg
Spurge Family,Spurge Family,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328088998/large.jpeg
Porcelain Berry,Ampelopsis glandulosa,"Teaneck Creek Conservancy, Teane...",https://inaturalist-open-data.s3.amazonaws.com/photos/328083357/large.jpg
Spinystar,Escobaria vivipara,"Great Basin National Park, White...",https://inaturalist-open-data.s3.amazonaws.com/photos/328083318/large.jpeg
Fringe Myrtle,Calytrix tetragona,"Adelaide SA, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328083058/large.jpg
Madder Family,Madder Family,"臺灣島, 新店區, NWT, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328083118/large.jpg
Madder Family,Madder Family,"臺灣島, 新店區, NWT, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328083814/large.jpg
Dicots,Dicots,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328082876/large.jpeg
Dicots,Dicots,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328082894/large.jpeg
Lax Panicgrass,Steinchisma laxum,"Presint 8, 62000 Putrajaya, Mala...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082917/large.jpeg
Lax Panicgrass,Steinchisma laxum,"Presint 8, 62000 Putrajaya, Mala...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082947/large.jpeg
Bushkiller,Causonis japonica,日本、〒114-0031 東京都北区十条仲原,https://inaturalist-open-data.s3.amazonaws.com/photos/328082296/large.jpeg
Spotted Sun-Orchid,Thelymitra ixioides,"Croajingolong National Park, Mal...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082831/large.jpg
Tiger Orchid,Diuris sulphurea,"Won Wron VIC 3971, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328082136/large.jpg
Tiger Orchid,Diuris sulphurea,"Won Wron VIC 3971, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328082174/large.jpg
Tiger Orchid,Diuris sulphurea,"Won Wron VIC 3971, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328082173/large.jpg
Russian Olive,Elaeagnus angustifolia,"Russia, Republic of Dagestan, Ta...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082431/large.jpg
Russian Olive,Elaeagnus angustifolia,"Russia, Republic of Dagestan, Ta...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082433/large.jpg
Purple Bush-Bean,Macroptilium atropurpureum,"Chapala, MX-JA, MX",https://inaturalist-open-data.s3.amazonaws.com/photos/328082573/large.jpeg
Purple Bush-Bean,Macroptilium atropurpureum,"Chapala, MX-JA, MX",https://inaturalist-open-data.s3.amazonaws.com/photos/328082598/large.jpeg
Bifid Hemp-Nettle,Galeopsis bifida,"Хилокский р-н, Забайкальский кра...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082334/large.jpg
Scots Pine,Pinus sylvestris,"Хилокский р-н, Забайкальский кра...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082319/large.jpg
Mallow and Hibiscus Family,Mallow and Hibiscus Family,"Ixtlahuacán de los Membrillos, M...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082542/large.jpeg
Peruvian Zinnia,Zinnia peruviana,"Ixtlahuacán de los Membrillos, M...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082531/large.jpeg
Mexican Kidneywood,Eysenhardtia polystachya,"Ixtlahuacán de los Membrillos, M...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082514/large.jpeg
Mallow and Hibiscus Family,Mallow and Hibiscus Family,"Ixtlahuacán de los Membrillos, M...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082484/large.jpeg
Groundsels and Allies,Groundsels and Allies,"Belair National Park, Belair, SA...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082580/large.jpg
Groundsels and Allies,Groundsels and Allies,"Belair National Park, Belair, SA...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082483/large.jpg
Torchwoods,Torchwoods,"Ixtlahuacán de los Membrillos, M...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082396/large.jpeg
Weeping Furcraea,Furcraea parmentieri,"09696 Ciudad de México, CDMX, Mé...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082378/large.jpeg
Cuban Jute,Sida rhombifolia,"臺灣島, 新店區, NWT, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328082306/large.jpg
Cuban Jute,Sida rhombifolia,"臺灣島, 新店區, NWT, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328082548/large.jpg
Big Bluestem,Andropogon gerardi,"Sand Bluff Rd, Ripley, TN, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328082287/large.jpg
Big Bluestem,Andropogon gerardi,"Sand Bluff Rd, Ripley, TN, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328082322/large.jpg
Big Bluestem,Andropogon gerardi,"Sand Bluff Rd, Ripley, TN, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328082348/large.jpg
Shagbark Hickory,Carya ovata,"Oak Hill, TN, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328082245/large.jpeg
Shagbark Hickory,Carya ovata,"Oak Hill, TN, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328082259/large.jpeg
Sunflowers and Allies,Sunflowers and Allies,"09630 Ciudad de México, CDMX, Mé...",https://inaturalist-open-data.s3.amazonaws.com/photos/328082240/large.jpeg
Madder Family,Madder Family,231台灣新北市新店區獅仔頭山[新巴士],https://inaturalist-open-data.s3.amazonaws.com/photos/328082090/large.jpeg
Madder Family,Madder Family,231台灣新北市新店區獅仔頭山[新巴士],https://inaturalist-open-data.s3.amazonaws.com/photos/328082116/large.jpeg
Pacific Madrone,Arbutus menziesii,"Roseburg North, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328082059/large.jpeg
Melastomes,Melastomes,952台灣台東縣蘭嶼鄉,https://inaturalist-open-data.s3.amazonaws.com/photos/328081806/large.jpeg
European Lily of the Valley,Convallaria majalis,"Одинцовский р-н, Московская обл....",https://inaturalist-open-data.s3.amazonaws.com/photos/328080957/large.jpg
African Coromandel,Asystasia intrusa,406台灣台中市北屯區民德里,https://inaturalist-open-data.s3.amazonaws.com/photos/328081844/large.jpeg
Alkali Heath,Frankenia salina,Estero de Limantour State Marine...,https://inaturalist-open-data.s3.amazonaws.com/photos/328081794/large.jpeg
Hop Goodenia,Goodenia ovata,"Montmorency VIC 3094, Australia",https://static.inaturalist.org/photos/328081824/large.jpeg
Marsh Jaumea,Jaumea carnosa,Estero de Limantour State Marine...,https://inaturalist-open-data.s3.amazonaws.com/photos/328081690/large.jpeg
Gymea Lily,Doryanthes excelsa,"Royal Nat'l Park NSW 2232, Austr...",https://inaturalist-open-data.s3.amazonaws.com/photos/328081304/large.jpeg
Gymea Lily,Doryanthes excelsa,"Royal Nat'l Park NSW 2232, Austr...",https://inaturalist-open-data.s3.amazonaws.com/photos/328081253/large.jpeg
Gymea Lily,Doryanthes excelsa,"Royal Nat'l Park NSW 2232, Austr...",https://inaturalist-open-data.s3.amazonaws.com/photos/328081225/large.jpeg
Greenbrier Family,Greenbrier Family,231台灣新北市新店區獅仔頭山[新巴士],https://inaturalist-open-data.s3.amazonaws.com/photos/328081731/large.jpeg
Greenbrier Family,Greenbrier Family,231台灣新北市新店區獅仔頭山[新巴士],https://inaturalist-open-data.s3.amazonaws.com/photos/328081758/large.jpeg
Sweet Scabious,Sixalix atropurpurea,Stop 1 Anzac Hwy - North West si...,https://inaturalist-open-data.s3.amazonaws.com/photos/328081709/large.jpeg
Sweet Scabious,Sixalix atropurpurea,Stop 1 Anzac Hwy - North West si...,https://inaturalist-open-data.s3.amazonaws.com/photos/328081734/large.jpeg
Sassafras,Sassafras albidum,"Ohio, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328077449/large.jpeg
Sassafras,Sassafras albidum,"Ohio, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328077478/large.jpeg
Sassafras,Sassafras albidum,"Ohio, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328077471/large.jpeg
Creeping Cucumber,Melothria pendula,"Kaohsiung, TW-KH, TW",https://static.inaturalist.org/photos/328085391/large.jpg
Coastal Bush Lupine,Lupinus arboreus,"Woodend Beach 7691, New Zealand",https://static.inaturalist.org/photos/328082031/large.jpeg
Coastal Bush Lupine,Lupinus arboreus,"Woodend Beach 7691, New Zealand",https://static.inaturalist.org/photos/328082124/large.jpeg
Ribwort Plantain,Plantago lanceolata,"Larkspur, CA, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328081399/large.jpeg
Ribwort Plantain,Plantago lanceolata,"Larkspur, CA, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328081578/large.jpeg
Common Milkweed,Asclepias syriaca,"Tenney Park, Madison, WI, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328081466/large.jpg
Common Milkweed,Asclepias syriaca,"Tenney Park, Madison, WI, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328081482/large.jpg
Common Milkweed,Asclepias syriaca,"Tenney Park, Madison, WI, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328081492/large.jpg
Common Milkweed,Asclepias syriaca,"Tenney Park, Madison, WI, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328081503/large.jpg
Sea Grape,Coccoloba uvifera,"Laguna Fraternidad, Llanos Costa...",https://inaturalist-open-data.s3.amazonaws.com/photos/328081444/large.jpg
Orange Hawkweed,Pilosella aurantiaca,"Nixon Rd, Summerland, BC, CA",https://inaturalist-open-data.s3.amazonaws.com/photos/328081443/large.jpg
Orange Hawkweed,Pilosella aurantiaca,"Nixon Rd, Summerland, BC, CA",https://inaturalist-open-data.s3.amazonaws.com/photos/328081461/large.jpg
Orange Hawkweed,Pilosella aurantiaca,"Nixon Rd, Summerland, BC, CA",https://inaturalist-open-data.s3.amazonaws.com/photos/328081476/large.jpg
Purplestem Beggarticks,Bidens connata,"Volo Bog State Natural Area, Ing...",https://inaturalist-open-data.s3.amazonaws.com/photos/328030381/large.jpg
Purplestem Beggarticks,Bidens connata,"Volo Bog State Natural Area, Ing...",https://inaturalist-open-data.s3.amazonaws.com/photos/328030337/large.jpg
Purplestem Beggarticks,Bidens connata,"Volo Bog State Natural Area, Ing...",https://inaturalist-open-data.s3.amazonaws.com/photos/328030364/large.jpg
Purplestem Beggarticks,Bidens connata,"Volo Bog State Natural Area, Ing...",https://inaturalist-open-data.s3.amazonaws.com/photos/328030410/large.jpg
Purplestem Beggarticks,Bidens connata,"Volo Bog State Natural Area, Ing...",https://inaturalist-open-data.s3.amazonaws.com/photos/328030438/large.jpg
Sea Hibiscus,Hibiscus tiliaceus,香港西貢市,https://static.inaturalist.org/photos/328081435/large.jpeg
Low Rattlebox,Crotalaria pumila,"Manzana 004, Acozac, 56537 Ixtap...",https://static.inaturalist.org/photos/328081290/large.jpeg
Low Rattlebox,Crotalaria pumila,"Manzana 004, Acozac, 56537 Ixtap...",https://static.inaturalist.org/photos/328081310/large.jpeg
Low Rattlebox,Crotalaria pumila,"Manzana 004, Acozac, 56537 Ixtap...",https://static.inaturalist.org/photos/328081324/large.jpeg
Sea Hibiscus,Hibiscus tiliaceus,香港西貢市,https://static.inaturalist.org/photos/328081435/large.jpeg
Low Rattlebox,Crotalaria pumila,"Manzana 004, Acozac, 56537 Ixtap...",https://static.inaturalist.org/photos/328081290/large.jpeg
Low Rattlebox,Crotalaria pumila,"Manzana 004, Acozac, 56537 Ixtap...",https://static.inaturalist.org/photos/328081310/large.jpeg
Low Rattlebox,Crotalaria pumila,"Manzana 004, Acozac, 56537 Ixtap...",https://static.inaturalist.org/photos/328081324/large.jpeg
Bird's-eye Speedwell,Veronica persica,"North Island, Auckland, Auckland...",https://inaturalist-open-data.s3.amazonaws.com/photos/328081276/large.jpg
